obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Mikal Bridges,Gordon Hayward,OG Anunoby,Robert Covington,Gordon Hayward,The others are defensive specialists,no
Harrison Barnes,Buddy Hield,Michael Porter Jr.,Andrew Wiggins,Buddy Hield,The others are small forwards,no
Marcus Smart,Patrick Beverley,Josh Richardson,Malcolm Brogdon,Malcolm Brogdon,The others are known for their defense,no
Kevin Huerter,De'Andre Hunter,R.J. Barrett,Cam Reddish,De'Andre Hunter,The others are primarily shooters,no
Eric Bledsoe,Ja Morant,Derrick Rose,Ricky Rubio,Ja Morant,The others are veteran guards,no
Bam Adebayo,Tristan Thompson,Dwight Howard,Steven Adams,Bam Adebayo,The others are veteran centers,no
De'Aaron Fox,Jamal Murray,Lonzo Ball,Tyrese Haliburton,Jamal Murray,The others are known for their passing,no
Kyle Kuzma,Duncan Robinson,Bogdan Bogdanović,Joe Harris,Kyle Kuzma,The others are known for their shooting,yes
Myles Turner,Clint Capela,Serge Ibaka,Brook Lopez,Clint Capela,The others are known for their 3-point shooting,no
Jarrett Allen,Mitchell Robinson,Jaren Jackson Jr.,Mo Bamba,Jarrett Allen,The others are known for their shot-blocking,no
Luke Kennard,Seth Curry,Malik Beasley,D'Angelo Russell,D'Angelo Russell,The others are known for their 3-point shooting,no
Royce O'Neale,Kristaps Porziņģis,PJ Tucker,Jae Crowder,Kristaps Porziņģis,The others are defensive forwards,no
Tim Hardaway Jr.,Kemba Walker,Gary Harris,Evan Fournier,Kemba Walker,The others are shooting guards,no
Chris Boucher,Will Barton,Terrence Ross,Kelly Oubre Jr.,Chris Boucher,The others are wings,no
Enes Kanter,Jarrett Allen,Jakob Poeltl,Wendell Carter Jr.,Enes Kanter,The others are known for their defense,no
Kevin Porter Jr.,Collin Sexton,Malik Monk,Christian Wood,Christian Wood,The others are guards,no
Devonte' Graham,Bogdan Bogdanović,Buddy Hield,Marvin Bagley III,Marvin Bagley III,The others are guards,no
