obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Mikal Bridges,OG Anunoby,Robert Covington,Gordon Hayward,Gordon Hayward,The others are defensive specialists,no
Michael Porter Jr.,Andrew Wiggins,Harrison Barnes,Buddy Hield,Buddy Hield,The others are small forwards,no
Marcus Smart,Patrick Beverley,Josh Richardson,Malcolm Brogdon,Malcolm Brogdon,The others are known for their defense,no
R.J. Barrett,Kevin Huerter,Cam Reddish,De'Andre Hunter,De'Andre Hunter,The others are primarily shooters,no
Derrick Rose,Eric Bledsoe,Ricky Rubio,Ja Morant,Ja Morant,The others are veteran guards,no
Steven Adams,Tristan Thompson,Dwight Howard,Bam Adebayo,Bam Adebayo,The others are veteran centers,no
Lonzo Ball,Tyrese Haliburton,De'Aaron Fox,Jamal Murray,Jamal Murray,The others are known for their passing,no
Kyle Kuzma,Duncan Robinson,Joe Harris,Bogdan Bogdanović,Kyle Kuzma,The others are known for their shooting,yes
Myles Turner,Brook Lopez,Serge Ibaka,Clint Capela,Clint Capela,The others are known for their 3-point shooting,no
Jaren Jackson Jr.,Mitchell Robinson,Mo Bamba,Jarrett Allen,Jarrett Allen,The others are known for their shot-blocking,no
Malik Beasley,Luke Kennard,Seth Curry,D'Angelo Russell,D'Angelo Russell,The others are known for their 3-point shooting,no
PJ Tucker,Jae Crowder,Royce O'Neale,Kristaps Porziņģis,Kristaps Porziņģis,The others are defensive forwards,no
Evan Fournier,Tim Hardaway Jr.,Gary Harris,Kemba Walker,Kemba Walker,The others are shooting guards,no
Kelly Oubre Jr.,Will Barton,Terrence Ross,Chris Boucher,Chris Boucher,The others are wings,no
Jarrett Allen,Wendell Carter Jr.,Jakob Poeltl,Enes Kanter,Enes Kanter,The others are known for their defense,no
Malik Monk,Kevin Porter Jr.,Collin Sexton,Christian Wood,Christian Wood,The others are guards,no
Bogdan Bogdanović,Buddy Hield,Devonte' Graham,Marvin Bagley III,Marvin Bagley III,The others are guards,no
