obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Babe Ruth,Eddie Cicotte,Frank Home Run Baker,Gavvy Cravath,Eddie Cicotte,The others are slugging outfielders.,
Eddie Collins,Ty Cobb,Addie Joss,Tris Speaker,Addie Joss,The others are hitting champions.,
Grover Cleveland Alexander,Urban Shocker,Ty Cobb,Eddie Cicotte,Ty Cobb,The others are pitchers.,
Johnny Kling,Roger Bresnahan,Chief Meyers,Christy Mathewson,Christy Mathewson,The others are catchers.,
Walter Johnson,Honus Wagner,Cy Young,Eddie Plank,Honus Wagner,The others are Hall of Fame pitchers.,
Addie Joss,Ty Cobb,Tris Speaker,Eddie Collins,Addie Joss,The others are outfielders.,
Christy Mathewson,Eddie Cicotte,Rube Marquard,Johnny Evers,Johnny Evers,The others are pitchers.,
Eddie Plank,Gavvy Cravath,Home Run Baker,Babe Ruth,Eddie Plank,The others are power hitters.,
Johnny Evers,Frank Chance,Joe Tinker,Mordecai Brown,Mordecai Brown,The others are Cubs players.,
Walter Johnson,Eddie Plank,Cy Young,Ty Cobb,Ty Cobb,The others are pitchers with 300 wins.,
Eddie Cicotte,Babe Ruth,Lou Gehrig,Bob Meusel,Eddie Cicotte,The others are Yankees players.,
Ty Cobb,Tris Speaker,Christy Mathewson,Eddie Collins,Christy Mathewson,The others are American League players.,
Joe Tinker,Walter Johnson,Honus Wagner,Johnny Evers,Walter Johnson,The others are middle infielders.,
Walter Johnson,Cy Young,Eddie Plank,Babe Ruth,Babe Ruth,The others are pitchers with 300 wins.,
Eddie Plank,Gavvy Cravath,Frank Home Run Baker,Babe Ruth,Eddie Plank,The others are power hitters.,
Frank Chance,Eddie Cicotte,Johnny Evers,Joe Tinker,Eddie Cicotte,The others are Cubs players.,
Tris Speaker,Mordecai Brown,Eddie Collins,Ty Cobb,Mordecai Brown,The others are outfielders.,
Honus Wagner,Eddie Plank,Walter Johnson,Christy Mathewson,Honus Wagner,The others are Hall of Fame pitchers.,
Babe Ruth,Gavvy Cravath,Home Run Baker,Johnny Evers,Johnny Evers,The others are power hitters.,
Ty Cobb,Cy Young,Tris Speaker,Eddie Collins,Cy Young,The others are hitting champions.,
Grover Cleveland Alexander,Johnny Evers,Urban Shocker,Eddie Cicotte,Johnny Evers,The others are pitchers.,
Rube Marquard,Eddie Cicotte,Babe Ruth,Christy Mathewson,Babe Ruth,The others are pitchers.,
Tris Speaker,Frank Chance,Joe Tinker,Johnny Evers,Tris Speaker,The others are Cubs players.,
Lou Gehrig,Bob Meusel,Babe Ruth,Walter Johnson,Walter Johnson,The others are Yankees players.,
Eddie Collins,Ty Cobb,Johnny Evers,Tris Speaker,Johnny Evers,The others are American League players.,
Honus Wagner,Joe Tinker,Johnny Evers,Gavvy Cravath,Gavvy Cravath,The others are middle infielders.,
Walter Johnson,Cy Young,Home Run Baker,Eddie Plank,Home Run Baker,The others are pitchers with 300 wins.,
Frank Home Run Baker,Walter Johnson,Eddie Plank,Cy Young,Frank Home Run Baker,The others are pitchers with 300 wins.,
Shoeless Joe Jackson,Cy Young,Eddie Collins,Home Run Baker,Cy Young,The others are position players,
Eddie Plank,Grover Alexander,Christy Mathewson,Ty Cobb,Ty Cobb,The others are pitchers,
Tris Speaker,Nap Lajoie,Eddie Collins,Addie Joss,Addie Joss,The others are position players,
Sam Crawford,Harry Heilmann,Walter Johnson,Ty Cobb,Walter Johnson,The others are outfielders,
Christy Mathewson,Honus Wagner,Cy Young,Eddie Plank,Honus Wagner,The others are pitchers,
John McGraw,Eddie Cicotte,Grover Alexander,Red Faber,John McGraw,The others are pitchers,
Home Run Baker,Eddie Collins,Frank Baker,Connie Mack,Connie Mack,The others are players,
Shoeless Joe Jackson,Happy Felsch,Buck Weaver,Charles Comiskey,Charles Comiskey,The others are Black Sox players,
Harry Heilmann,Sam Crawford,Ty Cobb,Hughie Jennings,Hughie Jennings,The others are Tigers players,
Eddie Plank,Christy Mathewson,Branch Rickey,Cy Young,Branch Rickey,The others are Hall of Fame pitchers,
Tris Speaker,Eddie Collins,Clark Griffith,Nap Lajoie,Clark Griffith,The others are players,
Christy Mathewson,Walter Johnson,Eddie Collins,Cy Young,Eddie Collins,The others are pitchers,
Ty Cobb,Harry Heilmann,Sam Crawford,Kid Gleason,Kid Gleason,The others are Tigers players,
Red Faber,Eddie Cicotte,Johnny Evers,Grover Alexander,Johnny Evers,The others are pitchers,
Frank Baker,Eddie Collins,John McGraw,Home Run Baker,John McGraw,The others are players,
Shoeless Joe Jackson,Buck Weaver,Eddie Cicotte,Happy Felsch,Eddie Cicotte,The others are Black Sox outfielders,
Ty Cobb,Harry Heilmann,Tris Speaker,Sam Crawford,Tris Speaker,The others are outfielders,
Cy Young,Eddie Plank,Sam Crawford,Christy Mathewson,Sam Crawford,The others are pitchers,
Tris Speaker,Nap Lajoie,Eddie Collins,Walter Johnson,Walter Johnson,The others are position players,
Frank Baker,Eddie Collins,Home Run Baker,Charles Comiskey,Charles Comiskey,The others are players,
Shoeless Joe Jackson,Buck Weaver,Hughie Jennings,Happy Felsch,Hughie Jennings,The others are Black Sox players,
Harry Heilmann,Sam Crawford,Branch Rickey,Ty Cobb,Branch Rickey,The others are Tigers players,
Cy Young,Nap Lajoie,Eddie Plank,Christy Mathewson,Nap Lajoie,The others are pitchers,
Kid Gleason,Grover Alexander,Eddie Cicotte,Red Faber,Kid Gleason,The others are pitchers,
Johnny Evers,Frank Baker,Eddie Collins,Home Run Baker,Johnny Evers,The others are players,
Happy Felsch,Buck Weaver,Tris Speaker,Shoeless Joe Jackson,Tris Speaker,The others are Black Sox outfielders,
Sam Crawford,Harry Heilmann,Ty Cobb,John McGraw,John McGraw,The others are Tigers players,
Eddie Plank,Christy Mathewson,Eddie Cicotte,Cy Young,Eddie Cicotte,The others are pitchers,
Eddie Collins,Clark Griffith,Nap Lajoie,Tris Speaker,Clark Griffith,The others are players,
Frank Baker,Home Run Baker,Eddie Collins,Hughie Jennings,Hughie Jennings,The others are players,
Walter Johnson,Happy Felsch,Shoeless Joe Jackson,Buck Weaver,Walter Johnson,The others are Black Sox players,
Harry Heilmann,Eddie Plank,Ty Cobb,Sam Crawford,Eddie Plank,The others are outfielders,
Sam Crawford,Eddie Cicotte,Grover Alexander,Red Faber,Sam Crawford,The others are pitchers,
Lou Gehrig,Babe Ruth,Joe Dugan,Ty Cobb,Ty Cobb,The others are Yankees,
Herb Pennock,Urban Shocker,Earl Whitehill,Waite Hoyt,Earl Whitehill,The others are Yankees pitchers,
Bob O'Farrell,Frankie Frisch,Rogers Hornsby,Charlie Gelbert,Bob O'Farrell,The others are Cardinals,
Mickey Cochrane,Jimmie Foxx,Tony Lazzeri,Al Simmons,Tony Lazzeri,The others are Athletics,
Bobby Veach,Harry Heilmann,Ty Cobb,Eddie Collins,Eddie Collins,The others are Tigers,
Lloyd Waner,Paul Waner,Pie Traynor,Burleigh Grimes,Burleigh Grimes,The others are Pirates,
Gabby Hartnett,Bob O'Farrell,Billy Herman,Johnny Schulte,Billy Herman,The others are Cubs catchers,
Lou Gehrig,Mark Koenig,Bob Meusel,Tony Lazzeri,Bob Meusel,The others are Yankees infielders,
Urban Shocker,Herb Pennock,Waite Hoyt,Sam Jones,Sam Jones,The others are Yankees pitchers from the 20s,
Guy Bush,Charlie Root,Hack Wilson,Pat Malone,Hack Wilson,The others are Cubs pitchers,
Al Simmons,Mickey Cochrane,Jimmie Foxx,Mule Haas,Mule Haas,The others are Athletics stars,
Frankie Frisch,Charlie Gelbert,Jesse Haines,Rogers Hornsby,Jesse Haines,The others are Cardinals infielders,
Babe Ruth,Bob Meusel,Leo Durocher,Mark Koenig,Leo Durocher,The others are Yankees position players from the 20s,
Paul Waner,Lloyd Waner,Glenn Wright,Pie Traynor,Glenn Wright,The others are Pirates position players from the 20s,
Bobby Veach,Earl Averill,Ty Cobb,Harry Heilmann,Earl Averill,The others are Tigers outfielders,
Bill Barrett,Pat Seerey,Johnny Mostil,Red Faber,Red Faber,The others are White Sox outfielders,
Bob O'Farrell,Billy Jurges,Gabby Hartnett,Johnny Schulte,Billy Jurges,The others are Cubs catchers from the 20s,
Frankie Frisch,Charlie Gelbert,Rogers Hornsby,Dazzy Vance,Dazzy Vance,The others are Cardinals Hall of Famers,
Bob Meusel,Tony Lazzeri,Waite Hoyt,Mark Koenig,Waite Hoyt,The others are Yankees World Series champs,
Paul Waner,Max Carey,Pie Traynor,Lloyd Waner,Max Carey,The others are Pirates Hall of Famers,
Mickey Cochrane,Al Simmons,Lefty Grove,Jimmie Foxx,Lefty Grove,The others are Athletics MVPs,
Herb Pennock,Waite Hoyt,Urban Shocker,Earle Combs,Earle Combs,The others are Yankees pitchers from the 20s,
Bobby Veach,Ty Cobb,Harry Heilmann,Wilbur Cooper,Wilbur Cooper,The others are Tigers batting champs,
Rogers Hornsby,Frankie Frisch,Jesse Burkett,Charlie Gelbert,Jesse Burkett,The others are Cardinals Hall of Famers,
Mark Koenig,Babe Ruth,Bob Meusel,Herb Pennock,Herb Pennock,The others are Yankees World Series champs,
Cy Rigler,Paul Waner,Pie Traynor,Lloyd Waner,Cy Rigler,The others are Pirates leaders,
Jimmie Foxx,Bing Miller,Mickey Cochrane,Al Simmons,Bing Miller,The others are Athletics power hitters,
Hooks Dauss,Ty Cobb,Bobby Veach,Harry Heilmann,Hooks Dauss,The others are Tigers pitching staff from the 20s,
Johnny Schulte,Rogers Hornsby,Gabby Hartnett,Bob O'Farrell,Rogers Hornsby,The others are Cubs leaders,
Jimmie Foxx,Mickey Cochrane,Al Simmons,Eddie Rommel,Eddie Rommel,The others are Athletics stars from the 20s,
Bob Meusel,Tony Lazzeri,Lou Gehrig,Babe Ruth,Bob Meusel,The others are Yankees slugging outfielders,
Babe Ruth,Ty Cobb,Lou Gehrig,Bob Meusel,Ty Cobb,The others are Yankees,
Eddie Collins,Rogers Hornsby,Frankie Frisch,Charlie Grimm,Frankie Frisch,The others are MVPs,
Herb Pennock,Waite Hoyt,Bob Shawkey,Urban Shocker,Urban Shocker,The others are pitchers,
Rogers Hornsby,Harry Heilmann,Ty Cobb,Tris Speaker,Ty Cobb,The others are .350 hitters,
Goose Goslin,Gabby Hartnett,Bob O'Farrell,Mickey Cochrane,Goose Goslin,The others are catchers,
Joe Cronin,Joe Sewell,Luke Appling,Ted Lyons,Joe Cronin,The others are shortstops,
Charlie Gehringer,Eddie Collins,Hack Wilson,Frankie Frisch,Hack Wilson,The others are 2B/SS,
Cy Perkins,Lou Gehrig,Tony Lazzeri,Babe Ruth,Cy Perkins,The others are Yankees' stars,
Waite Hoyt,Charlie Root,Herb Pennock,Bob Shawkey,Waite Hoyt,The others are pitchers,
Mickey Cochrane,Gabby Hartnett,Bob O'Farrell,Tony Lazzeri,Tony Lazzeri,The others are catchers,
Tris Speaker,Al Simmons,Goose Goslin,Heinie Manush,Tris Speaker,The others are OFs,
Frankie Frisch,Rogers Hornsby,Charlie Grimm,Eddie Collins,Frankie Frisch,The others are 2B,
Harry Heilmann,Eddie Collins,Ty Cobb,Sam Rice,Eddie Collins,The others are Tigers,
Waite Hoyt,Eddie Rommel,Bob Shawkey,Urban Shocker,Eddie Rommel,The others are AL pitchers,
Luke Appling,Joe Sewell,Joe Cronin,Ted Lyons,Joe Sewell,The others are shortstops,
Gabby Hartnett,Hack Wilson,Charlie Root,Kiki Cuyler,Charlie Root,The others are Cubs,
Tony Lazzeri,Bob Meusel,Cy Perkins,Earle Combs,Cy Perkins,The others are Yankees' OFs,
Eddie Collins,Bob Shawkey,Waite Hoyt,Herb Pennock,Eddie Collins,The others are pitchers,
Harry Heilmann,Mickey Cochrane,Tris Speaker,Ty Cobb,Ty Cobb,The others are .350 hitters,
Charlie Grimm,Frankie Frisch,Eddie Collins,Rogers Hornsby,Frankie Frisch,The others are 1B,
Heinie Manush,Tony Lazzeri,Al Simmons,Goose Goslin,Tony Lazzeri,The others are OFs,
Lou Gehrig,Babe Ruth,Eddie Collins,Bob Meusel,Eddie Collins,The others are Yankees' stars,
Joe Cronin,Luke Appling,Cy Perkins,Joe Sewell,Cy Perkins,The others are shortstops,
Charlie Grimm,Ty Cobb,Frankie Frisch,Rogers Hornsby,Frankie Frisch,The others are MVPs,
Bob Shawkey,Urban Shocker,Goose Goslin,Waite Hoyt,Goose Goslin,The others are AL players,
Mickey Cochrane,Gabby Hartnett,Bob O'Farrell,Charlie Gehringer,Charlie Gehringer,The others are catchers,
Mickey Cochrane,Eddie Collins,Frankie Frisch,Charlie Gehringer,Mickey Cochrane,The others are 2B/SS,
Tris Speaker,Luke Appling,Harry Heilmann,Ty Cobb,Ty Cobb,The others are .350 hitters,
Lou Gehrig,Tony Lazzeri,Babe Ruth,Eddie Collins,Eddie Collins,The others are Yankees' stars,
Bob Shawkey,Waite Hoyt,Mickey Cochrane,Herb Pennock,Mickey Cochrane,The others are pitchers,
Goose Goslin,Frankie Frisch,Rogers Hornsby,Charlie Grimm,Goose Goslin,The others are 2B,
Lou Gehrig,Ty Cobb,Babe Ruth,Eddie Collins,Eddie Collins,The others are Yankees legends,
Ray Kremer,Bob O'Farrell,Rogers Hornsby,Frankie Frisch,Bob O'Farrell,The others are Cardinals Hall of Famers,
Harry Heilmann,George Sisler,Heinie Manush,Urban Shocker,Urban Shocker,The others are batting champions,
Nap Lajoie,Addie Joss,Tris Speaker,Cy Young,Cy Young,The others are Indians legends,
Lou Gehrig,Babe Ruth,Tony Lazzeri,Waite Hoyt,Waite Hoyt,The others are Yankees infielders,
Paul Waner,Lloyd Waner,Wilbur Cooper,Pie Traynor,Wilbur Cooper,The others are Pirates Hall of Famers,
Eddie Collins,Joe Cronin,Mickey Cochrane,Al Simmons,Joe Cronin,The others are Athletics greats,
Mickey Mantle,Joe DiMaggio,Lou Gehrig,Lefty Gomez,Lefty Gomez,The others are Yankees with 2000 hits,
Freddie Lindstrom,Lefty O'Doul,Chuck Klein,Mel Ott,Lefty O'Doul,The others are Giants Hall of Famers,
Eddie Cicotte,Ray Schalk,Ted Lyons,Red Faber,Eddie Cicotte,The others are White Sox Hall of Famers,
Herb Pennock,Lou Gehrig,Babe Ruth,Bob Meusel,Bob Meusel,The others are Yankees World Series champs,
Rogers Hornsby,Frankie Frisch,Bob O'Farrell,Jesse Haines,Bob O'Farrell,The others are Cardinals World Series champs,
Ty Cobb,Harry Heilmann,Sam Crawford,Hughie Jennings,Sam Crawford,The others are Tigers Hall of Famers,
Buck Weaver,Tris Speaker,Eddie Collins,Joe Jackson,Buck Weaver,The others are Black Sox Scandal players,
Lefty Grove,Mickey Cochrane,Al Simmons,Jimmie Foxx,Jimmie Foxx,The others are Athletics Hall of Famers,
Cy Young,Addie Joss,Nap Lajoie,Bob Feller,Addie Joss,The others are Indians Hall of Famers,
Glenn Wright,Paul Waner,Pie Traynor,Lloyd Waner,Glenn Wright,The others are Pirates infielders,
Lou Gehrig,Tony Lazzeri,Mark Koenig,Babe Ruth,Mark Koenig,The others are Yankees All-Stars,
Mickey Cochrane,Joe Cronin,Eddie Collins,Al Simmons,Joe Cronin,The others are Athletics MVPs,
Ty Tyson,Sam Crawford,Harry Heilmann,Ty Cobb,Ty Tyson,The others are Tigers MVPs,
Bob O'Farrell,Rogers Hornsby,Jesse Burkett,Frankie Frisch,Bob O'Farrell,The others are Cardinals greats,
Tris Speaker,Elmer Flick,Cy Young,Nap Lajoie,Cy Young,The others are Indians greats,
Lou Gehrig,Bob Shawkey,Babe Ruth,Tony Lazzeri,Bob Shawkey,The others are Yankees World Series winners,
Wilbur Cooper,Pie Traynor,Paul Waner,Lloyd Waner,Pie Traynor,The others are Pirates greats,
Lefty Grove,Eddie Collins,Joe Cronin,Mickey Cochrane,Joe Cronin,The others are Athletics Hall of Famers,
Harry Heilmann,Ty Cobb,Sam Crawford,Hughie Jennings,Harry Heilmann,The others are Tigers legends,
Joe Jackson,Ray Schalk,Tris Speaker,Eddie Collins,Ray Schalk,The others are Black Sox Scandal players,
Jimmie Foxx,Lefty Grove,Al Simmons,Mickey Cochrane,Mickey Cochrane,The others are Athletics greats,
Nap Lajoie,Cy Young,Addie Joss,Bob Feller,Bob Feller,The others are Indians legends,
Lou Gehrig,Babe Ruth,Tony Lazzeri,Waite Hoyt,Tony Lazzeri,The others are Yankees legends,
Chick Hafey,Bob O'Farrell,Rogers Hornsby,Frankie Frisch,Bob O'Farrell,The others are Cardinals Hall of Famers,
Ty Cobb,Harry Heilmann,Sam Crawford,Ty Tyson,Sam Crawford,The others are Tigers legends,
Pie Traynor,Lloyd Waner,Glenn Wright,Paul Waner,Lloyd Waner,The others are Pirates Hall of Famers,
Lou Gehrig,Babe Ruth,Ty Cobb,Cy Young,Cy Young,The others are Yankees,
Frankie Frisch,Rogers Hornsby,Charlie Gehringer,Addie Joss,Addie Joss,The others are MVPs,
Waite Hoyt,Ed Walsh,Waite Hoyt,Herb Pennock,Ed Walsh,The others are World Series winners,
Tony Lazzeri,Mark Koenig,Bob Meusel,Johnny Evers,Johnny Evers,The others are Yankees infielders,
Urban Shocker,Stan Coveleski,Eddie Rommel,Ross Youngs,Ross Youngs,The others are pitchers,
Johnnymostil,Heinie Manush,Sam Rice,Harry Heilmann,Johnnymostil,The others are outfielders,
Red Ruffing,Eppa Rixey,Herb Pennock,Lefty Gomez,Eppa Rixey,The others are Yankees pitchers,
Earle Combs,Bob Meusel,Tony Lazzeri,Rogers Hornsby,Rogers Hornsby,The others are Yankees regulars,
George Kelly,Freddie Lindstrom,Bill Terry,Mel Ott,George Kelly,The others are Giants regulars,
Lou Gehrig,Tony Lazzeri,Bob Meusel,Eddie Collins,Eddie Collins,The others are Yankees infielders,
Sam West,Heinie Manush,Joe Cronin,Joe Sewell,Joe Sewell,The others are Senators players,
Hank Greenberg,Joe Cronin,Mickey Cochrane,Charlie Gehringer,Joe Cronin,The others are Tigers players,
Mickey Cochrane,Al Simmons,Jimmie Foxx,Lefty Grove,Al Simmons,The others are A's players,
Mule Suttles,Lou Gehrig,Babe Ruth,Bob Meusel,Mule Suttles,The others are Yankees power hitters,
Rogers Hornsby,Pie Traynor,Charlie Gehringer,Frankie Frisch,Pie Traynor,The others are MVPs,
Johnny Mostil,Tris Speaker,Ty Cobb,Eddie Collins,Johnny Mostil,The others are AL batting champs,
Mark Koenig,Tony Lazzeri,Bob Meusel,Joe Sewell,Joe Sewell,The others are Yankees infielders,
Dazzy Vance,Waite Hoyt,Herb Pennock,Bob Shawkey,Dazzy Vance,The others are Yankees pitchers,
Eddie Rommel,Red Faber,Stan Coveleski,Urban Shocker,Red Faber,The others are AL pitchers,
Sam Rice,Heinie Manush,Hack Wilson,Harry Heilmann,Hack Wilson,The others are outfielders,
Tony Lazzeri,Bob Meusel,Billy Herman,Earle Combs,Billy Herman,The others are Yankees regulars,
Mel Ott,Chuck Klein,Freddie Lindstrom,Bill Terry,Chuck Klein,The others are Giants regulars,
Tony Lazzeri,Bob Meusel,Mickey Cochrane,Lou Gehrig,Mickey Cochrane,The others are Yankees infielders,
Red Ruffing,Sam West,Joe Cronin,Heinie Manush,Red Ruffing,The others are Senators players,
Mickey Cochrane,Jimmie Foxx,Hank Greenberg,Charlie Gehringer,Jimmie Foxx,The others are Tigers players,
Al Simmons,Lefty Grove,Mickey Cochrane,Jimmie Foxx,Al Simmons,The others are A's players,
Mule Suttles,Lou Gehrig,Bob Meusel,Babe Ruth,Mule Suttles,The others are Yankees power hitters,
Dave Bancroft,Frankie Frisch,Rogers Hornsby,Charlie Gehringer,Dave Bancroft,The others are MVPs,
Eddie Collins,Tris Speaker,Max Carey,Ty Cobb,Max Carey,The others are AL batting champs,
Tony Lazzeri,Joe Cronin,Mark Koenig,Bob Meusel,Joe Cronin,The others are Yankees infielders,
Bob Shawkey,Waite Hoyt,Lefty Gomez,Herb Pennock,Lefty Gomez,The others are Yankees pitchers,
Stan Coveleski,Urban Shocker,Red Faber,Eddie Rommel,Red Faber,The others are AL pitchers,
Hack Wilson,Heinie Manush,Harry Heilmann,Sam Rice,Hack Wilson,The others are outfielders,
Bob Meusel,Earle Combs,Tony Lazzeri,Billy Herman,Billy Herman,The others are,
Lou Gehrig,Tony Lazzeri,Ty Cobb,Babe Ruth,Ty Cobb,The others are Yankees,
Rogers Hornsby,Frankie Frisch,Mickey Cochrane,Bob O'Farrell,Frankie Frisch,The others are Cardinals,
Eddie Collins,Ty Cobb,Babe Ruth,Tris Speaker,Babe Ruth,The others are MVPs,
Jimmie Foxx,Al Simmons,Mickey Cochrane,Lou Gehrig,Lou Gehrig,The others are Athletics,
