"The Bubonic Plague","The Black Death","The Great Famine","The HIV/AIDS Virus","The HIV/AIDS Virus","The others are catastrophic events of the 14th century"
"The Avignon Papacy","The Great Schism","The Western Schism","The Second Vatican Council","The Second Vatican Council","The others are events related to the Catholic church in the 14th century"
"The Hundred Years' War","The War of the Roses","The Peasants' Revolt","The Boer War","The Boer War","The others are conflicts that took place in the 14th century"
"The Divine Comedy","The Canterbury Tales","Sir Gawain and the Green Knight","The Odyssey","The Odyssey","The others are literary works from the 14th century"
"The Knights Templar","The Teutonic Knights","The Knights Hospitaller","The SAS","The SAS","The others are military orders of the 14th century"
"The Hanseatic League","The Swiss Confederation","The Kalmar Union","The African Union","The African Union","The others are political entities from the 14th century"
"The Papal States","The Holy Roman Empire","The Byzantine Empire","The Ottoman Empire","The Ottoman Empire","The others are Christian states of the 14th century"
"The Battle of Bannockburn","The Battle of Crecy","The Battle of Poitiers","The Battle of the Somme","The Battle of the Somme","The others are battles of the 14th century"
"The Golden Horde","The Mongol Empire","The Yuan Dynasty","The Russian Federation","The Russian Federation","The others are Mongol states of the 14th century"
"The Bubonic Plague","The Black Death","The Great Famine","The Coronavirus","The Coronavirus","The others are catastrophic events of the 14th century"
"The Avignon Papacy","The Great Schism","The Western Schism","The First Vatican Council","The First Vatican Council","The others are events related to the Catholic church in the 14th century"
"The Hundred Years' War","The War of the Roses","The Peasants' Revolt","The American Civil War","The American Civil War","The others are conflicts that took place in the 14th century"
"The Divine Comedy","The Canterbury Tales","Sir Gawain and the Green Knight","The Iliad","The Iliad","The others are literary works from the 14th century"
"The Knights Templar","The Teutonic Knights","The Knights Hospitaller","The Green Berets","The Green Berets","The others are military orders of the 14th century"
"The Hanseatic League","The Swiss Confederation","The Kalmar Union","The ASEAN","The ASEAN","The others are political entities from the 14th century"
"The Papal States","The Holy Roman Empire","The Byzantine Empire","The Roman Empire","The Roman Empire","The others are Christian states of the 14th century"
"The Battle of Bannockburn","The Battle of Crecy","The Battle of Poitiers","The Battle of Stalingrad","The Battle of Stalingrad","The others are battles of the 14th century"
"The Golden Horde","The Mongol Empire","The Yuan Dynasty","The French Empire","The French Empire","The others are Mongol states of the 14th century"
"The Bubonic Plague","The Black Death","The Great Famine","The Zika Virus","The Zika Virus","The others are catastrophic events of the 14th century"
"The Avignon Papacy","The Great Schism","The Western Schism","The Council of Trent","The Council of Trent","The others are events related to the Catholic church in the 14th century"
"The Hundred Years' War","The War of the Roses","The Peasants' Revolt","The Gulf War","The Gulf War","The others are conflicts that took place in the 14th century"
"The Divine Comedy","The Canterbury Tales","Sir Gawain and the Green Knight","The Aeneid","The Aeneid","The others are literary works from the 14th century"
"The Knights Templar","The Teutonic Knights","The Knights Hospitaller","The Navy Seals","The Navy Seals","The others are military orders of the 14th century"
"The Hanseatic League","The Swiss Confederation","The Kalmar Union","The Arab League","The Arab League","The others are political entities from the 14th century"
"The Papal States","The Holy Roman Empire","The Byzantine Empire","The Habsburg Empire","The Habsburg Empire","The others are Christian states of the 14th century"
"The Battle of Bannockburn","The Battle of Crecy","The Battle of Poitiers","The Battle of the Bulge","The Battle of the Bulge","The others are battles of the 14th century"
"The Golden Horde","The Mongol Empire","The Yuan Dynasty","The Roman Empire","The Roman Empire","The others are Mongol states of the 14th century"
"The Bubonic Plague","The Black Death","The Great Famine","The SARS Virus","The SARS Virus","The others are catastrophic events of the 14th century"
"The Avignon Papacy","The Great Schism","The Western Schism","The Second Vatican Council","The Second Vatican Council","The others are events related to the Catholic church in the 14th century"
"The Hundred Years' War","The War of the Roses","The Peasants' Revolt","The Falklands War","The Falklands War","The others are conflicts that took place in the 14th century"
"The Divine Comedy","The Canterbury Tales","Sir Gawain and the Green Knight","The Metamorphoses","The Metamorphoses","The others are literary works from the 14th century"
"The Knights Templar","The Teutonic Knights","The Knights Hospitaller","The Delta Force","The Delta Force","The others are military orders of the 14th century"
"The Hanseatic League","The Swiss Confederation","The Kalmar Union","The European Union","The European Union","The others are political entities from the 14th century"
"The Papal States","The Holy Roman Empire","The Byzantine Empire","The Persian Empire","The Persian Empire","The others are Christian states of the 14th century"
"The Battle of Bannockburn","The Battle of Crecy","The Battle of Poitiers","The Battle of Iwo Jima","The Battle of Iwo Jima","The others are battles of the 14th century"
"The Golden Horde","The Mongol Empire","The Yuan Dynasty","The British Empire","The British Empire","The others are Mongol states of the 14th century"
"The Bubonic Plague","The Black Death","The Great Famine","The HIV/AIDS Virus","The HIV/AIDS Virus","The others are catastrophic events of the 14th century"
"The Avignon Papacy",,,,,
"Christopher Columbus","Vasco da Gama","Amerigo Vespucci","Leonardo da Vinci","Leonardo da Vinci","The others are explorers"
"War of the Roses","Hundred Years War","Reconquista","Sistine Chapel","Sistine Chapel","The others are wars"
"Gutenberg Bible","Canterbury Tales","Divine Comedy","Mona Lisa","Mona Lisa","The others are literary works"
"Henry VII","Charles VIII","Louis XI","Johannes Gutenberg","Johannes Gutenberg","The others are monarchs"
"Sistine Chapel","School of Athens","The Last Supper","Machu Picchu","Machu Picchu","The others are works of art"
"Ferdinand II of Aragon","Isabella I of Castile","Henry VII of England","Michelangelo","Michelangelo","The others are rulers"
"The Last Supper","Mona Lisa","Vitruvian Man","The Birth of Venus","The Birth of Venus","The others are works by Leonardo da Vinci"
"The Prince","Utopia","The Book of the Courtier","The Last Judgment","The Last Judgment","The others are books"
"Leonardo da Vinci","Michelangelo","Raphael","Christopher Columbus","Christopher Columbus","The others are Italian Renaissance artists"
"Lorenzo de' Medici","Pope Alexander VI","Pope Julius II","Martin Luther","Martin Luther","The others are Italian leaders"
"Martin Luther","John Calvin","Ulrich Zwingli","Henry VIII","Henry VIII","The others are Protestant Reformers"
"Michelangelo","Raphael","Donatello","Albrecht Durer","Albrecht Durer","The others are Teenage Mutant Ninja Turtles' namesakes"
"The Last Judgment","David","Pieta","The School of Athens","The School of Athens","The others are works by Michelangelo"
"Henry VII","Henry VIII","Edward VI","Louis XII","Louis XII","The others are Tudor monarchs"
"The Prince","The Praise of Folly","Utopia","The Book of the City of Ladies","The Book of the City of Ladies","The others are works by male authors"
"The Canterbury Tales","The Divine Comedy","The Decameron","The Pieta","The Pieta","The others are literary works"
"Joan of Arc","Richard III","Henry VI","Pope Leo X","Pope Leo X","The others are figures from the Hundred Years' War"
"The Gutenberg Bible","The 42-Line Bible","The Mazarin Bible","The Annunciation","The Annunciation","The others are names for the same printed work"
"The Sistine Chapel","The Last Judgment","The Creation of Adam","The School of Athens","The School of Athens","The others are parts of the Sistine Chapel"
"The Treaty of Tordesillas","The Treaty of Alcáçovas","The Treaty of Windsor","The Birth of Venus","The Birth of Venus","The others are treaties"
"The Battle of Bosworth Field","The Battle of Stoke Field","The Battle of Tewkesbury","The Battle of Castillon","The Battle of Castillon","The others are battles in the Wars of the Roses"
"The Battle of Marignano","The Battle of Pavia","The Battle of Bicocca","The Battle of Agincourt","The Battle of Agincourt","The others are battles in the Italian Wars"
"The Siege of Orleans","The Siege of Rouen","The Siege of Harfleur","The Siege of Florence","The Siege of Florence","The others are sieges in the Hundred Years' War"
"The Edict of Worms","The Diet of Worms","The Confession of Augsburg","The Diet of Augsburg","The Diet of Augsburg","The others are events in the Reformation"
"The Council of Constance","The Council of Basel","The Council of Florence","The Council of Trent","The Council of Trent","The others are 15th century Church councils"
